30000513790101,0AAA,BBB,A,ss,41693802,CCC;
3000513790103,AAA0,BBB,A,ss,41693802,CCC;
30100513790101,1AAA,BBB,A,ss,41693802,CCC;
3000513791103,AAA1,BBB,A,ss,41693802,CCC;
30200513790101,2AAA,BBB,A,ss,41693802,CCC;
3000513792103,AAA2,BBB,A,ss,41693802,CCC;
30300513790101,3AAA,BBB,A,ss,41693802,CCC;
3000513793103,AAA3,BBB,A,ss,41693802,CCC;
30400513790101,4AAA,BBB,A,ss,41693802,CCC;
3000513794103,AAA4,BBB,A,ss,41693802,CCC;
30500513790101,5AAA,BBB,A,ss,41693802,CCC;
3000513795103,AAA5,BBB,A,ss,41693802,CCC;
30600513790101,6AAA,BBB,A,ss,41693802,CCC;
3000513796103,AAA6,BBB,A,ss,41693802,CCC;
30700513790101,7AAA,BBB,A,ss,41693802,CCC;
3000513797103,AAA7,BBB,A,ss,41693802,CCC;
30800513790101,8AAA,BBB,A,ss,41693802,CCC;
3000513798103,AAA8,BBB,A,ss,41693802,CCC;
30900513790101,9AAA,BBB,A,ss,41693802,CCC;
3000513799103,AAA9,BBB,A,ss,41693802,CCC;
301000513790101,10AAA,BBB,A,ss,41693802,CCC;
30005137910103,AAA10,BBB,A,ss,41693802,CCC;
301100513790101,11AAA,BBB,A,ss,41693802,CCC;
30005137911103,AAA11,BBB,A,ss,41693802,CCC;
301200513790101,12AAA,BBB,A,ss,41693802,CCC;
30005137912103,AAA12,BBB,A,ss,41693802,CCC;
301300513790101,13AAA,BBB,A,ss,41693802,CCC;
30005137913103,AAA13,BBB,A,ss,41693802,CCC;
301400513790101,14AAA,BBB,A,ss,41693802,CCC;
30005137914103,AAA14,BBB,A,ss,41693802,CCC;
301500513790101,15AAA,BBB,A,ss,41693802,CCC;
30005137915103,AAA15,BBB,A,ss,41693802,CCC;
301600513790101,16AAA,BBB,A,ss,41693802,CCC;
30005137916103,AAA16,BBB,A,ss,41693802,CCC;
301700513790101,17AAA,BBB,A,ss,41693802,CCC;
30005137917103,AAA17,BBB,A,ss,41693802,CCC;
301800513790101,18AAA,BBB,A,ss,41693802,CCC;
30005137918103,AAA18,BBB,A,ss,41693802,CCC;
301900513790101,19AAA,BBB,A,ss,41693802,CCC;
30005137919103,AAA19,BBB,A,ss,41693802,CCC;
302000513790101,20AAA,BBB,A,ss,41693802,CCC;
30005137920103,AAA20,BBB,A,ss,41693802,CCC;
302100513790101,21AAA,BBB,A,ss,41693802,CCC;
30005137921103,AAA21,BBB,A,ss,41693802,CCC;
302200513790101,22AAA,BBB,A,ss,41693802,CCC;
30005137922103,AAA22,BBB,A,ss,41693802,CCC;
302300513790101,23AAA,BBB,A,ss,41693802,CCC;
30005137923103,AAA23,BBB,A,ss,41693802,CCC;
302400513790101,24AAA,BBB,A,ss,41693802,CCC;
30005137924103,AAA24,BBB,A,ss,41693802,CCC;
302500513790101,25AAA,BBB,A,ss,41693802,CCC;
30005137925103,AAA25,BBB,A,ss,41693802,CCC;
